name,country,city,description,courseTypes,costRange,weeklyFeeLow,weeklyFeeHigh,features,website,address,isFeatured,foundedYear,totalStudents,averageClassSize,japaneseRatio,nationalityCount,minimumAge,classroomCount,email,phone,nearestStation,latitude,longitude,languages,accreditations,facilities,accommodationTypes,airportPickup,minimumWeeks
Tamwood International Vancouver,カナダ,バンクーバー,海と山に囲まれた世界で最も住みやすい都市の一つとして知られるカナダ西海岸の港町に位置する。カナダで30年以上の歴史を持つTamwood Internationalの校舎。Co-opプログラムで英語学習と就労体験を同時に提供。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。宿泊手配対応、資格取得対応、アクティビティ充実。授業料は週280〜420USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。,"general,exam-prep,business,intensive",standard,280,420,"certificate,activities,accommodation",https://www.tamwood.com/,"200-889 West Pender Street, Vancouver BC V6C 3B2",FALSE,1993,406,14,12,28,18,19,info@tamwood-international-vancouver.example.com,+1-634-3027881,Burrard,49.2849,-123.118,english,languages-canada,"wifi,lounge,study-room,library,computer-lab,kitchen","homestay,student-residence",TRUE,1
Tamwood International Toronto,カナダ,トロント,100以上の言語が飛び交う多文化都市でカナダ最大の経済・文化の中心地に位置する。カナダで30年以上の歴史を持つTamwood Internationalの校舎。Co-opプログラムで英語学習と就労体験を同時に提供。一般英語とビジネス英語コースを提供しキャリアアップにも対応。宿泊手配対応、資格取得対応、アクティビティ充実。授業料は週280〜420USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。,"general,business,intensive",standard,280,420,"certificate,activities,accommodation",https://www.tamwood.com/,"Suite 700, 80 Bloor Street West, Toronto ON M5S 2V1",FALSE,1992,332,14,11,24,18,15,info@tamwood-international-toronto.example.com,+1-529-9844579,Union Station,43.6725,-79.3958,english,,"wifi,lounge","homestay,student-residence",FALSE,2
Tamwood International Whistler,カナダ,ウィスラー,カナダのウィスラーに位置する。カナダで30年以上の歴史を持つTamwood Internationalの校舎。Co-opプログラムで英語学習と就労体験を同時に提供。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。宿泊手配対応、アクティビティ充実。授業料は週290〜430USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。放課後のアクティビティや文化体験プログラムも充実している。,"general,conversation",standard,290,430,"activities,accommodation",https://www.tamwood.com/,"301-4204 Village Square, Whistler BC V8E 1H5",FALSE,1992,587,13,15,39,18,30,info@tamwood-international-whistler.example.com,+1-394-8665188,,50.1258,-122.9554,english,eaquals,"wifi,lounge,study-room,computer-lab,kitchen","homestay,student-residence,shared-apartment",TRUE,1
SGIC Toronto,カナダ,トロント,100以上の言語が飛び交う多文化都市でカナダ最大の経済・文化の中心地に位置する語学学校。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。宿泊手配対応、資格取得対応、アクティビティ充実。授業料は週270〜400USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。放課後のアクティビティや文化体験プログラムも充実している。経験豊富な講師陣と充実したカリキュラムで初心者から上級者まで幅広くサポートしている。,"general,exam-prep,business,conversation",standard,270,400,"certificate,activities,accommodation",https://www.sgiccanada.com/,"2206 Eglinton Avenue East, Toronto ON M1L 4S8",FALSE,1994,277,11,20,23,16,16,info@sgic-toronto.example.com,+1-246-3207493,Bathurst,43.6713,-79.4045,english,ialc,"wifi,lounge,library","homestay,student-residence",TRUE,1
Global Village Vancouver,カナダ,バンクーバー,海と山に囲まれた世界で最も住みやすい都市の一つとして知られるカナダ西海岸の港町に位置する。カナダとハワイに校舎を持つGlobal Villageの校舎。英語とアクティビティを組み合わせたプログラムが豊富で楽しく学べる。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。宿泊手配対応、資格取得対応、アクティビティ充実。授業料は週260〜400USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。,"general,exam-prep,business,conversation",standard,260,400,"activities,accommodation,certificate",https://www.gvenglish.com/,"Suite 200, 336 West Broadway, Vancouver BC V5Y 1P3",FALSE,1979,277,11,20,40,16,16,info@global-village-vancouver.example.com,+1-511-2066122,Granville,49.2896,-123.1157,english,eaquals,"wifi,lounge,study-room,computer-lab","homestay,student-residence",TRUE,1
Global Village Victoria,カナダ,ビクトリア,カナダのビクトリアに位置する。カナダとハワイに校舎を持つGlobal Villageの校舎。英語とアクティビティを組み合わせたプログラムが豊富で楽しく学べる。一般英語に加えIELTSやTOEFLなどの試験対策コースを提供。宿泊手配対応、資格取得対応、アクティビティ充実。授業料は週260〜390USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。放課後のアクティビティや文化体験プログラムも充実している。,"general,exam-prep,conversation",standard,260,390,"activities,accommodation,certificate",https://www.gvenglish.com/,"1290 Broad Street, Victoria BC V8W 2A5",FALSE,1979,430,15,17,26,16,19,info@global-village-victoria.example.com,+1-724-4117168,,48.4317,-123.3598,english,languages-canada,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,2
EC Vancouver,カナダ,バンクーバー,海と山に囲まれた世界で最も住みやすい都市の一つとして知られるカナダ西海岸の港町に位置する。マルタ発祥の世界的語学学校ネットワークECの校舎。無料ワークショップや30歳以上限定クラスなど独自サービスが充実。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート、宿泊手配対応、アクティビティ充実。授業料は週290〜440USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。,"general,exam-prep,business,conversation,intensive",standard,290,440,"online-support,activities,accommodation",https://www.ecenglish.com/,"570 Dunsmuir Street, Suite 200, Vancouver BC V6B 1Y1",FALSE,1991,379,11,9,45,18,22,info@ec-vancouver.example.com,+1-488-6362733,Burrard,49.2776,-123.1275,english,,"wifi,lounge,library,kitchen","homestay,student-residence,shared-apartment",TRUE,1
EC Toronto,カナダ,トロント,100以上の言語が飛び交う多文化都市でカナダ最大の経済・文化の中心地に位置する。マルタ発祥の世界的語学学校ネットワークECの校舎。無料ワークショップや30歳以上限定クラスなど独自サービスが充実。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート、宿泊手配対応、アクティビティ充実。授業料は週290〜440USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。,"general,exam-prep,business,conversation,intensive",standard,290,440,"online-support,activities,accommodation",https://www.ecenglish.com/,"124 Eglinton Avenue West, Suite 400, Toronto ON M4R 2G8",FALSE,1991,205,11,11,67,18,12,info@ec-toronto.example.com,+1-845-3173551,Dundas,43.6663,-79.3871,english,languages-canada,"wifi,lounge,library","homestay,student-residence",TRUE,1
EC Montreal,カナダ,モントリオール,英語とフランス語が共存するバイリンガル都市でヨーロッパ風の街並みが美しいに位置する。マルタ発祥の世界的語学学校ネットワークECの校舎。無料ワークショップや30歳以上限定クラスなど独自サービスが充実。一般英語と会話力強化を中心に実践的なコミュニケーション力を養成。宿泊手配対応、アクティビティ充実。授業料は週270〜420USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。治安の良いカナダで安心して語学留学生活を送ることができる。,"general,conversation,intensive",standard,270,420,"activities,accommodation",https://www.ecenglish.com/,"1610 Rue Sainte-Catherine Ouest, Montreal QC H3H 2S2",FALSE,1991,219,10,19,40,18,14,info@ec-montreal.example.com,+1-519-7492828,,45.5018,-73.5587,"english,french",,"wifi,lounge,study-room,library,computer-lab,kitchen","homestay,student-residence",TRUE,2
CCEL Vancouver,カナダ,バンクーバー,海と山に囲まれた世界で最も住みやすい都市の一つとして知られるカナダ西海岸の港町に位置する語学学校。一般英語から試験対策・ビジネス英語まで幅広いコースを開講。オンライン学習サポート、宿泊手配対応、資格取得対応。授業料は週270〜410USD（スタンダード帯）。治安が良く多文化が共存するワーキングホリデー人気国。放課後のアクティビティや文化体験プログラムも充実している。集中コースも用意しており短期間での語学力向上を目指せる。,"general,exam-prep,business,intensive",standard,270,410,"online-support,activities,accommodation,certificate",https://canada-english.com/,"450 Granville Street, Vancouver BC V6C 1V4",FALSE,1991,329,13,8,19,16,16,info@ccel-vancouver.example.com,+1-976-7494490,Burrard,49.2748,-123.1137,english,languages-canada,"wifi,lounge,study-room,library","homestay,student-residence,shared-apartment",TRUE,2
CLLC Halifax,カナダ,ハリファックス,カナダのハリファックスに位置する。カナダ東部に展開するCLLCの校舎。少人数制クラスとリーズナブルな料金設定で日本人が少ない英語漬け環境を提供。一般英語に加えIELTSやTOEFLなどの試験対策コースを提供。少人数制クラス、宿泊手配対応、アクティビティ充実。授業料は週230〜350USD（リーズナブル帯）。治安が良く多文化が共存するワーキングホリデー人気国。放課後のアクティビティや文化体験プログラムも充実している。,"general,exam-prep,conversation",budget,230,350,"small-class,activities,accommodation",https://www.cllc.ca/,"1741 Lower Water Street, Halifax NS B3J 0J2",FALSE,2005,143,10,15,20,18,9,info@cllc-halifax.example.com,+1-469-9975820,,44.6363,-63.2234,english,"languages-canada,eaquals","wifi,lounge,study-room,library","homestay,hostel",TRUE,2
