slug,name,country,city,description,courseTypes,costRange,weeklyFeeLow,weeklyFeeHigh,features,website,address,isFeatured,foundedYear,totalStudents,averageClassSize,japaneseRatio,nationalityCount,minimumAge,classroomCount,email,phone,nearestStation,latitude,longitude,languages,accreditations,facilities,accommodationTypes,airportPickup,minimumWeeks
columbia-university-american-language-program,Columbia University American Language Program,アメリカ,ヨーク,"<p>アメリカ・ヨークにある大学附属の英語教育プログラム。長年の教育実績と充実した研究環境を活かし、留学生向けに体系的な英語コースを提供している。大学キャンパス内の施設を自由に利用でき、現地の学生との日常的な交流機会も豊富に用意されている。授業料は週58,280〜86,335円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>","general,conversation",standard,58280,86335,"activities,accommodation",https://sps.columbia.edu/academics/american-language-program/,"New York, NY",FALSE,1979,1789,11,4,19,18,81,info@columbia-university-american-language-program.example.com,+1-70-7408-3104,,,,english,other,"wifi,lounge,study-room,library,computer-lab","homestay,student-residence",TRUE,1
bath-english-academy,Bath English Academy,イギリス,バース,"<p>イギリス・バースに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週43,710〜74,555円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>","general,conversation,intensive",standard,43710,74555,"activities,accommodation",https://www.bathenglishacademy.co.uk/,"Bath, Somerset",FALSE,1987,590,12,25,33,16,24,info@bath-english-academy.example.com,+44-63-2715-6075,,,,english,british-council,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
torquay-english-academy,Torquay English Academy,イギリス,トーキー,"<p>イギリス・トーキーに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週61,535〜81,065円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>","general,conversation",standard,61535,81065,"activities,small-class",https://www.torquayenglishacademy.co.uk/,"Torquay, Devon",FALSE,1989,496,10,21,20,16,24,info@torquay-english-academy.example.com,+44-62-4151-7936,,,,english,british-council,"wifi,lounge,study-room",,FALSE,1
liverpool-language-school,Liverpool Language School,イギリス,リバプール,"<p>イギリス・リバプールに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週55,645〜79,360円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>","general,exam-prep",premium,55645,79360,"activities,accommodation",https://www.liverpoollanguageschool.co.uk/,"Liverpool, Merseyside",FALSE,1991,542,10,25,43,18,27,info@liverpool-language-school.example.com,+44-51-9350-4853,,,,english,british-council,"wifi,lounge,study-room,library","homestay,student-residence",TRUE,1
edinburgh-international-school,Edinburgh International School,イギリス,エディンバラ,"<p>イギリス・エディンバラに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週53,165〜86,490円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>","general,conversation",premium,53165,86490,"activities,accommodation",https://www.edinburghis.com/,"Edinburgh, Scotland",FALSE,1984,503,10,4,29,18,25,info@edinburgh-international-school.example.com,+44-51-2678-5439,,,,english,british-council,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
manchester-english-academy,Manchester English Academy,イギリス,マンチェスター,"<p>イギリス・マンチェスターに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週60,915〜84,630円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>",general,premium,60915,84630,activities,https://www.manchesterenglishacademy.co.uk/,"Manchester, Greater Manchester",FALSE,1990,501,14,23,15,18,17,info@manchester-english-academy.example.com,+44-24-8140-2326,,,,english,british-council,"wifi,lounge,study-room,computer-lab",,FALSE,1
york-english-school,York English School,イギリス,ヨーク,"<p>イギリス・ヨークに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週47,275〜84,165円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>",general,premium,47275,84165,"activities,accommodation",https://www.yorkeslplus.com/,"York, North Yorkshire",FALSE,1988,613,10,10,24,16,30,info@york-english-school.example.com,+44-58-1295-6879,,,,english,british-council,"wifi,lounge,study-room,library","homestay,student-residence",TRUE,1
norwich-school-of-english,Norwich School of English,イギリス,ノリッジ,"<p>イギリス・ノリッジに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週49,755〜92,070円（プレミアム帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>","general,conversation,intensive",premium,49755,92070,activities,https://www.norwichschoolofenglish.com/,"Norwich, Norfolk",FALSE,1992,213,12,12,26,18,8,info@norwich-school-of-english.example.com,+44-95-5176-1166,,,,english,british-council,"wifi,lounge,study-room",,FALSE,1
southampton-english-school-southampton,Southampton English School,イギリス,Southampton,"<p>イギリス・Southamptonに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週59,985〜79,825円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>","general,exam-prep,intensive",standard,59985,79825,"activities,accommodation,small-class",https://www.southamptononenglish.co.uk/,"Southampton, Hampshire",FALSE,1989,229,7,25,41,18,16,info@southampton-english-school.example.com,+44-77-2187-4958,,,,english,british-council,"wifi,lounge,study-room","homestay,student-residence",TRUE,1
bournemouth-english-academy,Bournemouth English Academy,イギリス,ボーンマス,"<p>イギリス・ボーンマスに位置する英語学校。経験豊富な講師陣が一人ひとりのレベルに合わせた実践的な英語教育を提供している。現地の文化や生活に触れながら効率的に語学力を磨ける環境が整っており、留学生のサポート体制も充実。授業料は週50,065〜86,955円（スタンダード帯）で留学・ワーキングホリデーに最適。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。多国籍な学生が集まる国際的な学習環境で異文化交流も活発に行われている。</p>","general,exam-prep",standard,50065,86955,"activities,accommodation",https://www.bournemouthenglishacademy.co.uk/,"Bournemouth, Dorset",FALSE,1990,736,13,16,27,16,28,info@bournemouth-english-academy.example.com,+44-27-8789-5070,,,,english,british-council,"wifi,lounge,study-room,computer-lab","homestay,student-residence",TRUE,1
